课程名称,时间,视频编号,情绪标签
cut_result1c1_20180525_math_1,00:00:00,0,happy-喜悦
cut_result1c1_20180525_math_1,00:00:10,1,Delate-删除的
cut_result1c1_20180525_math_1,00:00:20,2,Delate-删除的
cut_result1c1_20180525_math_1,00:00:30,3,Delate-删除的
cut_result1c1_20180525_math_1,00:00:40,4,Delate-删除的
cut_result1c1_20180525_math_1,00:00:50,5,TS-师生互动
cut_result1c1_20180525_math_1,00:01:00,6,Delate-删除的
cut_result1c1_20180525_math_1,00:01:10,7,Delate-删除的
cut_result1c1_20180525_math_1,00:01:20,8,Delate-删除的
cut_result1c1_20180525_math_1,00:01:30,9,Delate-删除的
cut_result1c1_20180525_math_1,00:01:40,10,Delate-删除的
cut_result1c1_20180525_math_1,00:01:50,11,Delate-删除的
cut_result1c1_20180525_math_1,00:02:00,12,Delate-删除的
cut_result1c1_20180525_math_1,00:02:10,13,Delate-删除的
cut_result1c1_20180525_math_1,00:02:20,14,TS-师生互动
cut_result1c1_20180525_math_1,00:02:30,15,Delate-删除的
cut_result1c1_20180525_math_1,00:02:40,16,TS-师生互动
cut_result1c1_20180525_math_1,00:02:50,17,TS-师生互动
cut_result1c1_20180525_math_1,00:03:00,18,happy-喜悦
cut_result1c1_20180525_math_1,00:03:10,19,happy-喜悦
cut_result1c1_20180525_math_1,00:03:20,20,TS-师生互动
cut_result1c1_20180525_math_1,00:03:30,21,TS-师生互动
cut_result1c1_20180525_math_1,00:03:40,22,Delate-删除的
cut_result1c1_20180525_math_1,00:03:50,23,Delate-删除的
cut_result1c1_20180525_math_1,00:04:00,24,TS-师生互动
cut_result1c1_20180525_math_1,00:04:10,25,Delate-删除的
cut_result1c1_20180525_math_1,00:04:20,26,TS-师生互动
cut_result1c1_20180525_math_1,00:04:30,27,TS-师生互动
cut_result1c1_20180525_math_1,00:04:40,28,happy-喜悦
cut_result1c1_20180525_math_1,00:04:50,29,happy-喜悦
cut_result1c1_20180525_math_1,00:05:00,30,happy-喜悦
cut_result1c1_20180525_math_1,00:05:10,31,happy-喜悦
cut_result1c1_20180525_math_1,00:05:20,32,TS-师生互动
cut_result1c1_20180525_math_1,00:05:30,33,TS-师生互动
cut_result1c1_20180525_math_1,00:05:40,34,TS-师生互动
cut_result1c1_20180525_math_1,00:05:50,35,happy-喜悦
cut_result1c1_20180525_math_1,00:06:00,36,TS-师生互动
cut_result1c1_20180525_math_1,00:06:10,37,TS-师生互动
cut_result1c1_20180525_math_1,00:06:20,38,TS-师生互动
cut_result1c1_20180525_math_1,00:06:30,39,happy-喜悦
cut_result1c1_20180525_math_1,00:06:40,40,Delate-删除的
cut_result1c1_20180525_math_1,00:06:50,41,Delate-删除的
cut_result1c1_20180525_math_1,00:07:00,42,TS-师生互动
cut_result1c1_20180525_math_1,00:07:10,43,happy-喜悦
cut_result1c1_20180525_math_1,00:07:20,44,TS-师生互动
cut_result1c1_20180525_math_1,00:07:30,45,TS-师生互动
cut_result1c1_20180525_math_1,00:07:40,46,TS-师生互动
cut_result1c1_20180525_math_1,00:07:50,47,Delate-删除的
cut_result1c1_20180525_math_1,00:08:00,48,happy-喜悦
cut_result1c1_20180525_math_1,00:08:10,49,TS-师生互动
cut_result1c1_20180525_math_1,00:08:20,50,Delate-删除的
cut_result1c1_20180525_math_1,00:08:30,51,TS-师生互动
cut_result1c1_20180525_math_1,00:08:40,52,TS-师生互动
cut_result1c1_20180525_math_1,00:08:50,53,TS-师生互动
cut_result1c1_20180525_math_1,00:09:00,54,TS-师生互动
cut_result1c1_20180525_math_1,00:09:10,55,TS-师生互动
cut_result1c1_20180525_math_1,00:09:20,56,happy-喜悦
cut_result1c1_20180525_math_1,00:09:30,57,TS-师生互动
cut_result1c1_20180525_math_1,00:09:40,58,TS-师生互动
cut_result1c1_20180525_math_1,00:09:50,59,happy-喜悦
cut_result1c1_20180525_math_1,00:10:00,60,TS-师生互动
cut_result1c1_20180525_math_1,00:10:10,61,TS-师生互动
cut_result1c1_20180525_math_1,00:10:20,62,happy-喜悦
cut_result1c1_20180525_math_1,00:10:30,63,happy-喜悦
cut_result1c1_20180525_math_1,00:10:40,64,happy-喜悦
cut_result1c1_20180525_math_1,00:10:50,65,TS-师生互动
cut_result1c1_20180525_math_1,00:11:00,66,TS-师生互动
cut_result1c1_20180525_math_1,00:11:10,67,TS-师生互动
cut_result1c1_20180525_math_1,00:11:20,68,TS-师生互动
cut_result1c1_20180525_math_1,00:11:30,69,TS-师生互动
cut_result1c1_20180525_math_1,00:11:40,70,TS-师生互动
cut_result1c1_20180525_math_1,00:11:50,71,happy-喜悦
cut_result1c1_20180525_math_1,00:12:00,72,happy-喜悦
cut_result1c1_20180525_math_1,00:12:10,73,TS-师生互动
cut_result1c1_20180525_math_1,00:12:20,74,happy-喜悦
cut_result1c1_20180525_math_1,00:12:30,75,TS-师生互动
cut_result1c1_20180525_math_1,00:12:40,76,TS-师生互动
cut_result1c1_20180525_math_1,00:12:50,77,Delate-删除的
cut_result1c1_20180525_math_1,00:13:00,78,surprised-惊讶
cut_result1c1_20180525_math_1,00:13:10,79,happy-喜悦
cut_result1c1_20180525_math_1,00:13:20,80,happy-喜悦
cut_result1c1_20180525_math_1,00:13:30,81,surprised-惊讶
cut_result1c1_20180525_math_1,00:13:40,82,TS-师生互动
cut_result1c1_20180525_math_1,00:13:50,83,surprised-惊讶
cut_result1c1_20180525_math_1,00:14:00,84,happy-喜悦
cut_result1c1_20180525_math_1,00:14:10,85,happy-喜悦
cut_result1c1_20180525_math_1,00:14:20,86,happy-喜悦
cut_result1c1_20180525_math_1,00:14:30,87,TS-师生互动
cut_result1c1_20180525_math_1,00:14:40,88,happy-喜悦
cut_result1c1_20180525_math_1,00:14:50,89,TS-师生互动
cut_result1c1_20180525_math_1,00:15:00,90,happy-喜悦
cut_result1c1_20180525_math_1,00:15:10,91,TS-师生互动
cut_result1c1_20180525_math_1,00:15:20,92,happy-喜悦
cut_result1c1_20180525_math_1,00:15:30,93,TS-师生互动
cut_result1c1_20180525_math_1,00:15:40,94,TS-师生互动
cut_result1c1_20180525_math_1,00:15:50,95,TS-师生互动
cut_result1c1_20180525_math_1,00:16:00,96,TS-师生互动
cut_result1c1_20180525_math_1,00:16:10,97,TS-师生互动
cut_result1c1_20180525_math_1,00:16:20,98,happy-喜悦
cut_result1c1_20180525_math_1,00:16:30,99,happy-喜悦
cut_result1c1_20180525_math_1,00:16:40,100,happy-喜悦
cut_result1c1_20180525_math_1,00:16:50,101,happy-喜悦
cut_result1c1_20180525_math_1,00:17:00,102,happy-喜悦
cut_result1c1_20180525_math_1,00:17:10,103,happy-喜悦
cut_result1c1_20180525_math_1,00:17:20,104,TS-师生互动
cut_result1c1_20180525_math_1,00:17:30,105,happy-喜悦
cut_result1c1_20180525_math_1,00:17:40,106,happy-喜悦
cut_result1c1_20180525_math_1,00:17:50,107,happy-喜悦
cut_result1c1_20180525_math_1,00:18:00,108,happy-喜悦
cut_result1c1_20180525_math_1,00:18:10,109,happy-喜悦
cut_result1c1_20180525_math_1,00:18:20,110,happy-喜悦
cut_result1c1_20180525_math_1,00:18:30,111,happy-喜悦
cut_result1c1_20180525_math_1,00:18:40,112,happy-喜悦
cut_result1c1_20180525_math_1,00:18:50,113,happy-喜悦
cut_result1c1_20180525_math_1,00:19:00,114,happy-喜悦
cut_result1c1_20180525_math_1,00:19:10,115,happy-喜悦
cut_result1c1_20180525_math_1,00:19:20,116,happy-喜悦
cut_result1c1_20180525_math_1,00:19:30,117,happy-喜悦
cut_result1c1_20180525_math_1,00:19:40,118,happy-喜悦
cut_result1c1_20180525_math_1,00:19:50,119,happy-喜悦
cut_result1c1_20180525_math_1,00:20:00,120,TS-师生互动
cut_result1c1_20180525_math_1,00:20:10,121,happy-喜悦
cut_result1c1_20180525_math_1,00:20:20,122,happy-喜悦
cut_result1c1_20180525_math_1,00:20:30,123,happy-喜悦
cut_result1c1_20180525_math_1,00:20:40,124,TS-师生互动
cut_result1c1_20180525_math_1,00:20:50,125,happy-喜悦
cut_result1c1_20180525_math_1,00:21:00,126,TS-师生互动
cut_result1c1_20180525_math_1,00:21:10,127,TS-师生互动
cut_result1c1_20180525_math_1,00:21:20,128,TS-师生互动
cut_result1c1_20180525_math_1,00:21:30,129,TS-师生互动
cut_result1c1_20180525_math_1,00:21:40,130,happy-喜悦
cut_result1c1_20180525_math_1,00:21:50,131,happy-喜悦
cut_result1c1_20180525_math_1,00:22:00,132,happy-喜悦
cut_result1c1_20180525_math_1,00:22:10,133,happy-喜悦
cut_result1c1_20180525_math_1,00:22:20,134,TS-师生互动
cut_result1c1_20180525_math_1,00:22:30,135,happy-喜悦
